1 , 1 , 1,397820551103,702874050995,21865536239,1317433661902,
1 , 1 , 2,397037131517,702870151193,21871228562,1317433662733,
1 , 1 , 4,378243516524,702898762289,21879989000,1185721660803,
1 , 1 , 8,378778491798,702919334729,21852236272,1119865661637,
1 , 2 , 1,392140796994,703339176929,16592673320,1405178941379,
1 , 2 , 2,385984632244,703341462117,16630624188,1185643261848,
1 , 2 , 4,382850888394,703357642892,16635175559,1119787261844,
1 , 2 , 8,385335061757,703479323886,16647118272,1086859261817,
1 , 4 , 1,376475942464,703521361736,13872946537,1229508060431,
1 , 4 , 2,371447047265,703452225236,13923704159,1119755901016,
1 , 4 , 4,374252557684,703654907261,13910959609,1086827900282,
1 , 4 , 8,378225168200,703694920155,13919772819,1070363900596,
1 , 8 , 1,367493040465,703777118214,12549527586,1141696157120,
1 , 8 , 2,365985622854,703783454094,12604866516,1086812237075,
1 , 8 , 4,366430907690,704044684003,12586698575,1070348237034,
1 , 8 , 8,372268689945,704363627099,12562724686,1062116237345,
2 , 1 , 1,365011594371,614872279229,16513716700,1317292528919,
2 , 1 , 2,343340048298,571038373342,16512866600,1097756848395,
2 , 1 , 4,325822295463,549143234881,16500734315,1031900846618,
2 , 1 , 8,325746930803,538311019736,16516144379,999051252230,
2 , 2 , 1,345026780040,615143953963,11046340552,1053837167821,
2 , 2 , 2,329065661064,571258312602,11066142579,1031908692445,
2 , 2 , 4,335194105089,582343818055,11062746557,1031932212816,
2 , 2 , 8,328484873437,626528080467,11057412156,1070301166824,
2 , 4 , 1,338281610161,637137381613,8334841287,1031885173144,
2 , 4 , 2,350923529540,648255170383,8368696794,1075808773504,
2 , 4 , 4,331455875739,637548045061,8333676186,1070301172625,
2 , 4 , 8,327485862315,626726261717,8337613179,1062069172067,
2 , 8 , 1,395157257788,769178783742,7076165961,1141647136898,
2 , 8 , 2,365699758659,709024867402,7033466214,1119702975191,
2 , 8 , 4,346010935743,668032493722,7014847567,1092257094191,
2 , 8 , 8,382420365109,753406751143,7035287632,1228100772305,
4 , 1 , 1,343817421636,570910087837,13764569730,1097694118948,
4 , 1 , 2,330295744041,527066931241,13778100273,987981163174,
4 , 1 , 4,307837590391,494248663350,13771450784,977028681407,
4 , 1 , 8,307159738114,488831015044,13741167301,977036527356,
4 , 2 , 1,340362702005,592957334833,8295363750,987949803775,
4 , 2 , 2,343093848634,593063327808,8289625717,1020897404166,
4 , 2 , 4,312493382919,516291179931,8262708153,982497087963,
4 , 2 , 8,304062385701,587891312283,8289930632,1062037800973,
4 , 4 , 1,367349501079,702834681562,5609863024,1075755846646,
4 , 4 , 2,341768154911,615088028588,5589446815,1026371683474,
4 , 4 , 4,327972748166,623634135377,5573018939,1081247762382,
4 , 4 , 8,356533202013,693558021904,5596997138,1212971524009,
4 , 8 , 1,388726352841,747003302485,4307896928,1108682872184,
4 , 8 , 2,365018732547,730712940669,4278532566,1133377884487,
4 , 8 , 4,364593432845,682786576178,4253158103,1147108663268,
4 , 8 , 8,348658196561,635375391886,4237698586,1112807683050,
8 , 1 , 1,313817733509,582668887903,12396179488,1001034277112,
8 , 1 , 2,328186750442,568094153905,12398285336,967456566969,
8 , 1 , 4,344708409675,529142148256,12388242739,955511711859,
8 , 1 , 8,381443279557,491836280981,12382413568,944057112942,
8 , 2 , 1,378059811927,694908721820,6929643052,1043625129399,
8 , 2 , 2,360369454753,628620598556,6904230390,1010376196266,
8 , 2 , 4,379127016120,554850746576,6911967513,985193806792,
8 , 2 , 8,343786461517,610977216969,6913439237,1123775839764,
8 , 4 , 1,405549191473,746180513377,4249507520,1086867601720,
8 , 4 , 2,371273308223,627959966747,4209159703,1007129186553,
8 , 4 , 4,412629103269,760783559874,4210783635,1216545461916,
8 , 4 , 8,337554667267,655974454846,4213021407,1165610079639,
8 , 8 , 1,415054828926,752897715931,2990759533,1092027722374,
8 , 8 , 2,459599132599,927835342975,2931143336,1322486645397,
8 , 8 , 4,358357612247,676981172405,2888993223,1136105710607,
8 , 8 , 8,334350194251,614867664170,2857002988,1108324178445,
