.//linear-algebra/blas/syr2k,31.416705,31.707909
.//linear-algebra/blas/syrk,6.837377,6.981839
.//linear-algebra/blas/gesummv,0.617609,0.383036
.//linear-algebra/blas/gemver,10.349862,2.720941
.//linear-algebra/blas/gemm,66.316561,67.169724
.//linear-algebra/blas/trmm,18.776209,19.035792
.//linear-algebra/blas/symm,23.288845,22.300437
.//linear-algebra/kernels/doitgen,2.632913,2.627723
.//linear-algebra/kernels/3mm,27.507088,8.704726
.//linear-algebra/kernels/bicg,0.787515,0.377331
.//linear-algebra/kernels/mvt,0.547302,0.117257
.//linear-algebra/kernels/2mm,13.687097,4.637621
.//linear-algebra/kernels/atax,1.793941,1.763957
.//linear-algebra/solvers/gramschmidt,84.458847,81.447600
.//linear-algebra/solvers/trisolv,0.006147,0.006330
.//linear-algebra/solvers/ludcmp,13.492349,13.476998
.//linear-algebra/solvers/lu,17.295379,17.488737
.//linear-algebra/solvers/cholesky,8.577415,8.569090
.//linear-algebra/solvers/durbin,0.008014,0.008272
.//datamining/covariance,36.279214,35.372249
.//datamining/correlation,58.758909,56.791294
.//stencils/jacobi-2d,9.718320,9.504787
.//stencils/fdtd-2d,12.708159,12.789772
.//stencils/adi,67.827948,68.100449
.//stencils/heat-3d,38.228273,32.763884
.//stencils/jacobi-1d,0.074018,0.075556
.//stencils/seidel-2d,12.140508,11.622949
.//medley/deriche,23.714657,7.509726
.//medley/nussinov,5.817472,5.668622
.//medley/floyd-warshall,108.072674,46.526073
