.//linear-algebra/blas/syr2k,,32.58894433,1.00600
.//linear-algebra/blas/syrk,,6.89518000,0.08400
.//linear-algebra/blas/gesummv,,0.40080266,0.42700
.//linear-algebra/blas/gemver,,3.87405766,1.83100
.//linear-algebra/blas/gemm,,51.34902733,0.59500
.//linear-algebra/blas/trmm,,18.57578300,0.04400
.//linear-algebra/blas/symm,,23.46406933,0.29900
.//linear-algebra/kernels/doitgen,,2.43824233,2.01500
.//linear-algebra/kernels/3mm,,9.25024900,0.93200
.//linear-algebra/kernels/bicg,,0.49189000,0.59400
.//linear-algebra/kernels/mvt,,0.20405800,1.98800
.//linear-algebra/kernels/2mm,,4.65695866,0.18200
.//linear-algebra/kernels/atax,,1.87960800,0.88900
.//linear-algebra/solvers/gramschmidt,,83.79080966,0.42100
.//linear-algebra/solvers/trisolv,,0.00623566,1.83300
.//linear-algebra/solvers/ludcmp,,13.57633366,0.86400
.//linear-algebra/solvers/lu,,19.07669500,1.31000
.//linear-algebra/solvers/cholesky,,8.35519200,1.47500
.//linear-algebra/solvers/durbin,,0.00884100,0.35000
.//datamining/covariance,,35.87021500,1.22800
.//datamining/correlation,,56.76682166,1.70500
.//stencils/jacobi-2d,,10.32981700,0.69100
.//stencils/fdtd-2d,,13.26902000,0.01600
.//stencils/adi,,55.07042600,2.37100
.//stencils/heat-3d,,38.04085800,0.48900
.//stencils/jacobi-1d,,0.05711133,1.53300
.//stencils/seidel-2d,,12.03349300,0.39800
.//medley/deriche,,11.16219966,0.07700
.//medley/nussinov,,5.55731966,2.08700
.//medley/floyd-warshall,,82.45849900,0.34700
