.//linear-algebra/blas/syr2k,141136062433,36347742745,36208037583,14275272965,127379946318,6763455099,5073933,87988953716,0,,141661521929,37642708061,36554847782,14259345498,134161679976,862774491,3771159,64459546176,0,
.//linear-algebra/blas/syrk,31618659782,22822582962,22766918111,7278829379,24636654299,3383455943,4952418,40674148302,0,,30994873521,23440895699,23323435801,7274474351,27435149611,862767925,3773022,30636148591,0,
.//linear-algebra/blas/gesummv,2692160243,2503722349,2498619630,312357873,1851085086,414733391,28983,6221372818,0,,1730357053,2357318352,2309904615,236096919,1132610538,25933342,7326,5521431971,0,
.//linear-algebra/blas/gemver,44812811740,9439416430,9403386288,1799111265,42542403882,1536010494,98777,20480954685,0,,16847831392,6960093532,6806778950,503923755,15152113248,80009003,21043,17296697206,0,
.//linear-algebra/blas/gemm,373798753875,575249977103,574899671568,48094045750,181974052281,95689222141,41638282,1053034134291,0,,225047647086,291200154530,288726729133,30158066201,156495822054,5989212532,10428979,640237324713,0,
.//linear-algebra/blas/trmm,81043053662,20700130649,20630599204,10166605884,75683454907,2602611293,4792664,31301388666,0,,81089642248,20817311988,20669395767,10169927727,75646575514,2602611393,4797486,31301388759,0,
.//linear-algebra/blas/symm,101979073225,31123617687,31002830708,10324697651,96523788228,2602612523,4784871,46932600867,0,,102557748505,31347213023,31195244771,10329211129,97131632042,2602612315,4756383,46932600681,0,
.//linear-algebra/kernels/doitgen,10784279670,8173128875,8148898744,570767794,8081539348,1337738141,138801,17559440322,0,,10780739416,8218460708,8204420647,572407840,8088830691,1337738140,145097,17559440323,0,
.//linear-algebra/kernels/3mm,117556032852,55144193248,54935569242,18481436281,98713159322,9216654100,9732068,104947459355,0,,39338585305,49083874397,45729756984,1736877293,30748070133,258274766,938539,85890649433,0,
.//linear-algebra/kernels/bicg,3339847800,4304715643,4301623779,403701325,2263521777,536875244,32979,9127195079,0,,2137573507,3152177852,3109766559,203278841,1407868786,33558689,8331,7583568255,0,
.//linear-algebra/kernels/mvt,2367945967,397074427,393329717,106658592,2284306830,38720163,17753,600309931,0,,907906462,222818869,216176864,23076137,858016810,3630085,3376,497407063,0,
.//linear-algebra/kernels/2mm,61086872793,35983611016,35940625864,8777001676,51139766186,6625143439,5777526,76111060453,0,,20697185974,26961071601,25660438021,1399973555,15186763363,241411186,814929,52949820610,0,
.//linear-algebra/kernels/atax,8239842343,7963544584,7950995100,794604888,5844331172,1188005504,72489,14652683720,0,,8276269689,7968386071,7951883031,793886935,5872569751,1188005500,72495,14652683718,0,
.//linear-algebra/solvers/gramschmidt,369436732813,59512127323,57972043552,26722234022,354026798286,6757679311,6786729,74417524458,0,,366712178862,58994039082,57874650506,26718477103,355498924556,6757679881,6802052,74417524210,0,
.//linear-algebra/solvers/trisolv,26402202,24102265,24065800,1741493,23137535,4002040,6556,44076188,0,,26694562,24101197,24064600,1739311,23370176,4002039,6555,44076189,0,
.//linear-algebra/solvers/ludcmp,61926302691,8109323265,8021756728,3185416083,58783258211,1434823049,5515270,14418885179,0,,61736157716,8097916750,7982299302,3161681446,60116980457,1434823209,5191187,14418885333,0,
.//linear-algebra/solvers/lu,83382557801,22299848190,21878882009,5106947153,79556239041,1433770828,5030136,17255349213,0,,83087988084,22170502358,21647455501,5061127146,79997526489,902017523,4116165,15158121334,0,
.//linear-algebra/solvers/cholesky,36722128484,32178697628,32112332276,1987076304,31119768812,5339361205,13405872,58832717367,0,,36986832358,32175421005,32112745950,1987373486,31385075233,5339361080,14214280,58832717246,0,
.//linear-algebra/solvers/durbin,39488888,48134340,48130529,3266822,25733886,8521939,23633,111046179,0,,39537877,48123330,48121680,2720500,26154578,8526426,22345,111049692,0,
.//datamining/covariance,161611560390,15798927438,15685139194,8656810674,156692132401,2153784568,538010,19401850696,0,,161343317687,15293680588,15177180214,8598137993,159095726612,2149852444,541895,19390699622,0,
.//datamining/correlation,252345310565,33418850436,32955847318,17778506574,242722297247,4305477078,2128596,38814217643,0,,252569025248,33576262687,32914880412,17728005110,242552775061,4303510960,2126630,38794806150,0,
.//stencils/jacobi-2d,45055509871,61660315895,61558227826,6143660035,20923623820,12280969770,4961188,122854297786,0,,43593358977,55584677698,55459483960,6142073064,26559363288,6908667630,4960735,108271267794,0,
.//stencils/fdtd-2d,57068086400,62689296765,62593137967,5859366746,33431292481,10394304357,6005450,148163917543,0,,57083200452,62920438596,62673190553,5858095971,39206674075,5848580374,6005881,126080964511,0,
.//stencils/adi,243563935883,73360820080,72818631648,10703812700,210999923582,11972028411,8008472,209686141604,0,,243678767533,73448305735,72838215938,10691114907,217008514879,11972028500,8008290,209686141697,0,
.//stencils/heat-3d,163826637120,151053852942,150596728429,16312339424,109702180475,21349262234,20919758,491304597889,0,,162671480943,152509060103,151610464398,16945002631,120053129497,12011595874,20920114,456627729228,0,
.//stencils/jacobi-1d,247005769,320106669,320029254,40010594,140397175,53331048,2030,959987211,0,,248377716,320920077,320367584,40009797,141155469,53331049,2033,959987210,0,
