.//linear-algebra/blas/gesummv,2700272323,2505064271,2499204094,312362248,1857704057,414727390,28969,6221268422,0,,1644849160,1932109918,1894177632,235798116,1231755499,25927333,7316,3810528370,0,
.//linear-algebra/blas/gemver,44829721483,7409643494,7362447795,1798658432,42183059650,1280006500,98546,16640942692,0,,12398110382,3947081973,3853695169,502665989,11333764186,80004715,20719,9888548915,0,
.//linear-algebra/blas/gemm,296171964811,288496172751,287945530500,50038067310,223678456983,23924616611,41632960,550686728785,0,,252611476747,192122871537,187377332218,30362912192,191242560930,2989414731,10431122,592057950858,8442796996,
.//linear-algebra/kernels/3mm,115026959218,45639020655,45422634288,18559674864,100230924153,6840653928,9731756,88315459181,0,,36780367228,32656692979,30822519823,1748470464,29494523695,158914598,938407,72853648211,115946842,
.//linear-algebra/kernels/bicg,3360357732,4314014040,4307262091,403738004,2269857946,536875241,32979,9127195077,0,,1603357219,1711962041,1688712251,203174399,1064285066,33558662,8301,5335437665,0,
.//linear-algebra/kernels/mvt,2364119144,395603219,392399873,106616920,2274679506,38720169,17759,600309936,0,,516850399,160101119,156882306,23086727,474839946,3630062,3346,341273031,0,
.//linear-algebra/kernels/2mm,57417037191,25578698711,25535930757,8885856566,48408190675,4032503228,5777434,57959380243,0,,19959177919,17187724757,16240908779,1413358971,15550299765,133171153,814792,43790522176,173783461,
.//linear-algebra/solvers/trisolv,26474037,24101255,24066642,1740643,23198934,4002039,6547,44076189,0,,26662200,24106180,24065696,1742468,23416533,4002040,6544,44076188,0,
.//stencils/jacobi-2d,43250147704,32999467903,32860039455,6151596432,33863906493,3067765459,4960552,76827925626,0,,41211137760,32270562323,32138159000,6140731421,32528690745,2302065452,4960646,78346939620,0,
.//stencils/heat-3d,164544430075,151059596880,150576102020,16379591834,109242248752,21349262431,20919854,491304598058,0,,145942047073,116964772791,116484492574,16197930373,100151133901,12011594848,20918677,373873271103,1047250770,
.//medley/deriche,92937384269,10060486695,9789417808,2338910090,88971741608,1140855821,169025,30267872794,0,,28390285993,5861779031,5374850700,611628037,26191960310,285214267,50822,17113335916,222476793,
.//medley/floyd-warshall,400000734486,703202003616,702917078069,21870076502,222065843778,87839394773,31389934,1317904085386,0,,203901851117,384150889590,382127610499,5566608203,154507459549,1372011514,1973149,768443512691,0,
