.//linear-algebra/blas/syr2k,30.97490766,1.94300,31.82475766,0.18900
.//linear-algebra/blas/syrk,6.85128833,1.53400,6.88809066,0.59900
.//linear-algebra/blas/gesummv,0.60581966,2.48300,0.37878866,0.22200
.//linear-algebra/blas/gemver,9.96258400,1.86900,2.74106466,0.67100
.//linear-algebra/blas/gemm,68.42362233,0.74100,66.35781266,1.11700
.//linear-algebra/blas/trmm,18.03140266,0.62300,18.54052866,0.82800
.//linear-algebra/blas/symm,23.46984500,0.17100,23.26988933,1.56500
.//linear-algebra/kernels/doitgen,2.45305700,0.96300,2.46448800,1.62800
.//linear-algebra/kernels/3mm,25.81105666,1.23700,8.38982033,0.39900
.//linear-algebra/kernels/bicg,0.78053566,2.45800,0.37389766,0.14500
.//linear-algebra/kernels/mvt,0.53607600,1.89200,0.11607133,2.69600
.//linear-algebra/kernels/2mm,12.79512900,0.59500,4.58287366,0.63100
.//linear-algebra/kernels/atax,1.77920700,1.30100,1.71267633,2.24700
.//linear-algebra/solvers/gramschmidt,83.87238933,0.75000,84.47050033,0.13300
.//linear-algebra/solvers/trisolv,0.00612066,0.32100,0.00612833,0.15700
.//linear-algebra/solvers/ludcmp,13.95162600,3.58800,14.20980900,0.20600
.//linear-algebra/solvers/lu,19.24123966,0.34400,19.35527933,1.06500
.//linear-algebra/solvers/cholesky,8.52079600,0.28700,8.41580866,1.57300
.//linear-algebra/solvers/durbin,0.00811766,3.00900,0.00831766,0.30800
.//datamining/covariance,36.41425166,2.49300,36.06260900,0.23200
.//datamining/correlation,57.53691133,2.56800,57.83647833,0.36100
.//stencils/jacobi-2d,9.72414800,0.13500,9.61011800,0.58500
.//stencils/fdtd-2d,12.73755833,0.18700,12.80556133,0.63000
.//stencils/adi,67.14916166,1.26200,66.34351166,1.86900
.//stencils/heat-3d,38.64094466,0.99600,33.42533633,0.28400
.//stencils/jacobi-1d,0.05687733,0.09600,0.05818900,0.50000
.//stencils/seidel-2d,12.12239466,0.14800,12.08267300,0.02100
.//medley/deriche,21.63210833,1.67800,7.20482333,0.42700
.//medley/nussinov,5.55630366,2.74500,5.61941866,0.35900
.//medley/floyd-warshall,90.14888900,0.68500,46.14598000,0.27100
