.//linear-algebra/blas/trmm,37.45574100,0.36900,37.28989733,0.18700
.//linear-algebra/blas/syr2k,57.08434133,0.26000,56.78871233,0.30800
.//linear-algebra/blas/gesummv,1.29510800,0.24200,1.01276600,1.66100
.//linear-algebra/blas/symm,43.36884566,0.05900,43.36403000,0.05400
.//linear-algebra/blas/gemm,140.15887733,1.76900,121.21406233,1.25500
.//linear-algebra/blas/syrk,20.99784033,0.26900,21.42971600,0.22500
.//linear-algebra/blas/gemver,17.19724100,0.93100,4.72682266,0.22600
.//linear-algebra/kernels/mvt,0.69371700,1.11100,0.18882633,0.33100
.//linear-algebra/kernels/bicg,1.33491933,0.44100,0.83796633,0.48400
.//linear-algebra/kernels/2mm,29.68194533,0.16600,7.34811000,1.34400
.//linear-algebra/kernels/doitgen,3.82056166,0.22600,3.82881900,0.47600
.//linear-algebra/kernels/3mm,66.31502866,0.07800,12.87408800,0.13300
.//linear-algebra/kernels/atax,3.11638733,0.06800,3.11549633,0.76800
.//linear-algebra/solvers/lu,9.19801400,1.27900,9.04505533,2.17300
.//linear-algebra/solvers/trisolv,0.01288100,0.52700,0.01292366,0.33000
.//linear-algebra/solvers/durbin,0.01537533,0.37200,0.01535266,0.25600
.//linear-algebra/solvers/gramschmidt,117.55566700,0.03900,117.59445933,0.01300
.//linear-algebra/solvers/ludcmp,8.84701033,0.28800,8.85846666,0.70000
.//linear-algebra/solvers/cholesky,12.51215066,0.01300,12.53151966,0.12400
.//datamining/covariance,49.79482466,1.43000,49.32440400,0.57800
.//datamining/correlation,77.80108066,0.49300,78.14200733,0.76300
.//stencils/jacobi-2d,16.41396833,0.37200,16.67145700,1.16900
.//stencils/heat-3d,60.28882466,1.10300,59.37565366,0.41800
.//stencils/adi,98.23254933,0.07800,98.01902300,0.21200
.//stencils/fdtd-2d,23.51326933,1.29600,23.88461400,0.95700
.//stencils/seidel-2d,16.78880266,0.00600,16.78674633,0.00500
.//stencils/jacobi-1d,0.11563133,0.71400,0.10812233,10.62100
.//medley/nussinov,4.44953466,0.45600,4.38171700,0.98500
.//medley/floyd-warshall,149.64962400,0.08900,57.41216900,0.11200
.//medley/deriche,40.10854000,0.22000,11.68540733,0.45700
