.//linear-algebra/blas/gesummv,2691538221,2504392453,2498759821,312350872,1838043726,414733396,28977,6221372823,0,,1617118423,1938447638,1896120390,235782747,1205093955,25933334,7310,3810632763,0,
.//linear-algebra/blas/gemver,44971234396,9434242169,9398672100,1798758198,42165417484,1536010636,98787,20480954833,0,,12256316068,3941398271,3851725206,502464533,11312371553,80008710,20746,9888592913,0,
.//linear-algebra/blas/gemm,384319816907,575247601486,574899487149,48080347281,191126411194,95689222004,41638557,1053034134098,0,,196685125830,146653958229,144857063633,30181491949,153262188278,5989211512,10427553,353238923692,0,
.//linear-algebra/kernels/3mm,117245623618,55106810331,54930079977,18490856108,98453462980,9216654297,9732140,104947459550,0,,33140262036,30398398830,28641706704,1737108469,26817663948,258274495,938335,63949087907,0,
.//linear-algebra/kernels/bicg,3473010668,4684085607,4313482260,411133366,2264824581,536875240,32974,9127195076,0,,1579211517,1714287270,1689873339,203108101,1056233286,33558661,8303,5335437665,0,
.//linear-algebra/kernels/mvt,2372468176,396663891,393158358,106673981,2290945430,38720172,17764,600309937,0,,503118118,161350534,157137853,23094378,473290105,3630062,3343,341273032,0,
.//linear-algebra/kernels/2mm,60971622743,35990251364,35942850732,8779086735,51060715824,6625143428,5782339,76111060442,0,,16839005931,15329963806,14494019583,1400138367,13253763535,241411019,814653,34925880446,0,
.//linear-algebra/solvers/trisolv,26603636,24103733,24065757,1743209,23241325,4002039,6547,44076189,0,,26460616,24100799,24064092,1744240,23350553,4002040,6546,44076188,0,
.//stencils/jacobi-2d,45088174509,61657202225,61558711398,6142985298,20337584730,12280969630,4960741,122854297805,0,,42984825455,46657196740,46517431744,6135540538,26471724429,6908667522,4960586,101362603690,0,
.//stencils/heat-3d,163765970000,150993754474,150562403450,16355675852,110502183716,21349262152,20919987,491304597838,0,,148529071376,116961503730,116535950175,16255805651,105254477790,12011594808,20918911,373873271055,1043124193,
.//medley/deriche,93393299945,12385057830,12171356169,2349906987,88368848497,1610617931,169103,33824642646,0,,28106977788,5790312172,5332971298,609483763,25856794311,285214322,50905,17113335982,228112162,
.//medley/floyd-warshall,396438479493,703434207065,702920356786,21860988134,220045554607,87808023415,31389397,1317433662904,0,,203564491010,384121661406,382120707779,5570167828,154323504432,1372011770,1973786,768443512720,0,
