.//linear-algebra/blas/gemm,4095627771,3767458724
.//linear-algebra/blas/gemver,2958757881,2986683011
.//linear-algebra/blas/gesummv,2495226531,2583790084
.//linear-algebra/blas/symm,4037911613,4037109691
.//linear-algebra/blas/syr2k,3732458086,3711839351
.//linear-algebra/blas/syrk,3441431967,3385979558
.//linear-algebra/blas/trmm,2982110763,3044350806
.//linear-algebra/kernels/2mm,4222885589,4759621967
.//linear-algebra/kernels/3mm,4854080566,5019311549
.//linear-algebra/kernels/atax,2544924964,2555275962
.//linear-algebra/kernels/bicg,2236677537,2380359569
.//linear-algebra/kernels/doitgen,2960988662,3462629083
.//linear-algebra/kernels/mvt,2645535383,2739537662
.//linear-algebra/solvers/cholesky,3129701215,4695602225
.//linear-algebra/solvers/durbin,2412694546,2355103303
.//linear-algebra/solvers/gramschmidt,3392471125,3390759759
.//linear-algebra/solvers/lu,3174325549,7131904004
.//linear-algebra/solvers/ludcmp,3937248929,5301521434
.//linear-algebra/solvers/trisolv,1998496663,1969737279
.//datamining/correlation,2956209769,3369730639
.//datamining/covariance,3120902694,3274633139
.//stencils/adi,3049127522,2938351513
.//stencils/fdtd-2d,4366820518,4473791712
.//stencils/heat-3d,3195742198,5318379234
.//stencils/jacobi-1d,1941373400,1994105953
.//stencils/jacobi-2d,3867284694,4233065763
.//stencils/seidel-2d,2158668234,5130009704
.//medley/deriche,3796958159,4774625771
.//medley/floyd-warshall,2689417858,2743972804
.//medley/nussinov,2338189340,2241239434
