.//linear-algebra/blas/trmm,37.63684266,0.07800,37.58907233,0.40000,1133765488,1408960158,
.//linear-algebra/blas/syr2k,56.95700600,0.15400,56.88950933,0.20500,1249808480,2207927023,
.//linear-algebra/blas/gesummv,1.29905733,2.04400,1.03094633,1.59300,1171559940,4418449346,
.//linear-algebra/blas/symm,43.44121966,0.10300,43.37833800,0.18300,1278227743,1904864932,
.//linear-algebra/blas/gemm,141.34307733,0.74300,112.56524066,0.78600,1225609814,3477787721,
.//linear-algebra/blas/syrk,21.09285866,0.76500,21.32349400,0.74000,1220994196,1927893377,
.//linear-algebra/blas/gemver,17.28146533,0.73400,4.70569833,0.91700,1275136210,6656346062,
.//linear-algebra/kernels/mvt,0.69548833,1.44100,0.18789066,0.74100,1139703538,3773547569,
.//linear-algebra/kernels/bicg,1.33698833,0.17300,0.78690466,0.95400,1183766588,2807659676,
.//linear-algebra/kernels/2mm,29.68725366,0.21400,6.05183766,1.46900,1382071260,11743242055,
.//linear-algebra/kernels/doitgen,3.81647033,0.19400,3.82886900,0.76500,1153455190,1802228323,
.//linear-algebra/kernels/3mm,66.50734133,0.16800,9.69904433,1.76400,1450223530,19788929271,
.//linear-algebra/kernels/atax,3.14634233,0.26600,3.15465333,0.10100,1139693240,1291551275,
.//linear-algebra/solvers/lu,8.82585700,0.79800,9.03688166,0.14800,1360940903,3996840403,
.//linear-algebra/solvers/trisolv,0.01299233,0.11200,0.01200433,15.85500,1084597542,1081564241,
.//linear-algebra/solvers/durbin,0.01408466,17.52700,0.01531400,0.01300,1146378768,1151719424,
.//linear-algebra/solvers/gramschmidt,117.57589566,0.01700,117.57576233,0.06500,1270272625,1947472050,
.//linear-algebra/solvers/ludcmp,8.62775700,1.00900,8.58141766,1.00100,1540318245,3121416027,
.//linear-algebra/solvers/cholesky,12.58429866,0.14300,12.58123633,0.07700,1353169095,3446188269,
.//datamining/covariance,50.31758733,0.19700,49.44441500,0.31800,1255644726,1750206449,
.//datamining/correlation,78.53962166,0.27000,77.49620866,0.41100,1330216262,1953249953,
.//stencils/jacobi-2d,16.87555866,0.22900,16.58508333,0.57500,1254083590,1871156858,
.//stencils/heat-3d,60.71023633,1.10200,59.79082166,0.69700,1428369640,3453351622,
.//stencils/adi,98.20699733,0.06500,98.02981533,0.19500,1432635608,1725126535,
.//stencils/fdtd-2d,24.05561033,0.94400,24.15687200,0.97100,1483797271,2665460731,
.//stencils/seidel-2d,16.78707066,0.01300,16.78770533,0.02500,1133244435,3323960331,
.//stencils/jacobi-1d,0.11616866,2.44100,0.11464933,1.82200,1052728638,1049130927,
.//medley/nussinov,4.30176533,2.68200,4.27742166,2.75400,1212499100,1558135633,
.//medley/floyd-warshall,149.88979466,0.05500,59.09445500,0.11200,1145345596,11187945248,
.//medley/deriche,39.94612133,1.72000,14.25005633,1.26800,1413526847,2428445063,
