.//linear-algebra/blas/gemm,423992200735,24094626176,598530592310,574434552200,45358693906,38275678961,1194,998970130447,382798397831,383037785224,,307149278175,15327181000,302614693917,287288900983,24813617625,23923676957,3084,694998414151,382798397522,239412052965,
.//linear-algebra/blas/gemver,12065686038,450151204,9672092584,9221943739,2954450044,665604010,7,20166978957,10240031971,7173890431,,7433469394,290783055,6185909708,5895111255,416966694,512004006,8,17200853656,10240031938,4615044427,
.//linear-algebra/blas/gesummv,5083240444,156052558,2646520692,2490506598,1347833911,165864917,16,5982748479,3317846404,2490396212,,2603146121,130616886,2208153858,2077581926,202603949,138231316,14,5549522874,3317846380,2077496823,
.//linear-algebra/blas/symm,98341954556,10686938678,31534840078,20847142522,61919227126,1302109457,541505,47696118537,20820799981,15644422902,,99288568066,10698353128,31675531447,20962461765,62207158796,1302073930,512824,50779707649,20820799991,15759777701,
.//linear-algebra/blas/syr2k,122719789457,13923043131,41028491575,27105280805,68476309308,1689089595,53865,75284335301,40578981236,20339038643,,120568669833,13917888856,41029564169,27107883535,65821404737,852552890,52048,75240100651,40578981147,20342233622,
.//linear-algebra/blas/syrk,47612649232,7141656800,27459227509,20318232049,20760450758,1688408466,816005,41038012607,13533781286,13552115548,,21110682702,894890074,9360675843,8465807784,7661586015,845745464,5390,22876085755,13533781276,7617102015,
.//linear-algebra/blas/trmm,81608556000,10432751516,26043058767,15680967144,59739991252,1297199330,225299,30144997472,10399999995,10478265153,,81772649216,10420814012,26039447235,15680451402,60010616866,1297197383,244547,29718230607,10399999999,10478886663,
.//linear-algebra/kernels/2mm,26736178312,1259798478,41019760675,39764656091,2750134753,2208427798,163,68830324395,26503359886,26512630645,,21210132274,1096309258,20986618934,19895243787,1559928927,1656426887,2158,48161496176,26503359855,16579236507,
.//linear-algebra/kernels/3mm,44296403377,2008220432,66823421587,64832101456,4548526892,4128160969,858,112743805189,43199999767,43231436681,,34323496051,1795931222,34203537062,32424718483,2448593272,2700159697,2271,78490780055,43199999665,27024056885,
.//linear-algebra/kernels/atax,13064859672,396555228,8319440906,7922948770,4819068089,514765282,18,14799138578,6335999980,6338908255,,13056319759,396496974,8319344460,7922907484,4814929904,514765273,23,14798326870,6335999979,6338868456,
.//linear-algebra/kernels/bicg,6605613311,209630821,4521405567,4311676386,1601506568,268403728,9,8976534529,4294967296,3237883026,,3138681146,116854567,2026488047,1910469213,322368661,268428287,56,6661965748,4294967296,1641979440,
.//linear-algebra/kernels/doitgen,26433586596,3358829096,11395319920,8066945768,13432701062,669404685,324,17054819034,8018999996,8029763352,,26434889988,3358806236,11395278992,8066949501,13433109725,669404637,529,17054271905,8018999991,8029765224,
