.//linear-algebra/blas/gemm,113.49584766,1.05600,81.39836566,0.11400
.//linear-algebra/blas/gemver,3.21998933,0.03100,1.98404800,0.01800
.//linear-algebra/blas/gesummv,1.35601500,0.12800,0.69423566,0.03900
.//linear-algebra/blas/symm,26.13595466,0.21200,26.13229166,0.15500
.//linear-algebra/blas/syr2k,32.40602666,0.22500,31.91402833,0.34900
.//linear-algebra/blas/syrk,12.54087900,0.57200,5.58575266,0.40400
.//linear-algebra/blas/trmm,21.54992433,0.13300,21.52502800,0.25500
.//linear-algebra/kernels/2mm,7.03116300,0.34800,5.60711500,0.15300
.//linear-algebra/kernels/3mm,11.75919333,0.27100,9.08839933,0.10400
.//linear-algebra/kernels/atax,3.48235900,0.09300,3.49659900,0.48300
.//linear-algebra/kernels/bicg,1.75485233,0.04500,0.83050633,0.01500
.//linear-algebra/kernels/doitgen,6.97680266,0.00200,6.97681766,0.00100
.//linear-algebra/kernels/mvt,0.16846400,0.15800,0.06567033,0.26500
.//linear-algebra/solvers/cholesky,17.75269233,0.04700,17.74805766,0.06700
.//linear-algebra/solvers/durbin,0.01911133,0.31500,0.01904600,0.01500
.//linear-algebra/solvers/gramschmidt,68.26251900,0.01700,68.14396300,0.18900
.//linear-algebra/solvers/lu,130.54820933,0.03700,130.55092966,0.11200
.//linear-algebra/solvers/trisolv,0.01345200,0.03700,0.01348133,0.22700
.//stencils/adi,120.56336866,0.03300,120.55291166,0.05200
.//stencils/fdtd-2d,15.83975966,0.41600,15.83080900,0.50900
.//stencils/heat-3d,341.91682500,0.08100,342.17690700,0.10500
.//stencils/jacobi-1d,0.08881266,0.01200,0.08889066,0.02000
.//stencils/jacobi-2d,14.74370100,0.10900,14.71472366,0.11900
.//medley/deriche,39.77397333,0.55500,39.77386733,0.17400
.//medley/floyd-warshall,123.88485266,0.06000,118.81299033,0.00100
.//medley/nussinov,107.04832000,0.09900,107.11460200,0.06500
.//linear-algebra/solvers/lu,7.80426166,0.04500,7.80836633,0.01300
.//linear-algebra/solvers/ludcmp,7.05813400,0.02600,7.05999166,0.00500
.//datamining/correlation,41.12895000,0.49700,41.09803300,0.14700
.//datamining/covariance,24.60826333,0.46500,24.93869400,1.42500
.//stencils/heat-3d,58.87942300,0.00100,58.88017000,0.03100
.//stencils/seidel-2d,28.40035966,0.00200,14.26970500,0.00700
