.//linear-algebra/blas/trmm,144457590261,15326042087,15602599060,35748874,2594812406,0,10400000000,10399993503,10400000000,0,,144718113917,15366865258,15602596522,48224515,2594812407,0,10400000000,10399997735,10400000000,0,
.//linear-algebra/blas/syr2k,220591188081,20362558648,20304186173,45549591,3377832045,0,40578981300,16919889964,20297292600,0,,224172600634,20388407127,20328868476,49183064,857778044,0,40578981300,16936753398,20344092600,0,
.//linear-algebra/blas/gesummv,4719174952,318907573,2488478411,195980,414694812,0,3317846400,2488406614,3317803200,0,,3823226464,239519364,1866355443,940578,25916410,0,3317846400,1866312201,1658923200,0,
.//linear-algebra/blas/gemm,522037790739,47992506991,287118404430,97993242,23924600003,0,382798400000,191420005427,191420000000,0,,466664433007,30197517377,185479212190,50453568,2989400003,0,382798400000,146575208471,191420000000,0,
.//linear-algebra/blas/gemver,65302882545,2848361095,6144090743,5594472,1280004004,0,10240032000,5632019430,8192016000,0,,17832974249,724994534,3648221386,2687546,80004004,0,10240032000,3136128395,5120016000,0,
.//linear-algebra/kernels/bicg,5017349866,447480015,4295065877,451457,536838153,0,4294967296,3221290900,4294967296,0,,3166883546,217374810,1677820388,652364,33546253,0,4294967296,1308672638,2147483648,0,
.//linear-algebra/kernels/2mm,116485303644,11583899805,23052467106,13850269,4032320007,0,32835840000,19591673656,25921920000,0,,29874597822,1563126178,15957782233,4533959,132990005,0,28875840000,13449179784,14833920000,0,
.//linear-algebra/kernels/3mm,258833354168,26034301672,40048152258,55576733,6840000011,0,43200000000,36873697069,36864000000,0,,49725361215,2174574403,30232273556,9037158,158265012,0,43200000000,26676364619,21600000000,0,
.//linear-algebra/solvers/lu,35929689781,3161332948,8592029858,33208239,1431661577,0,5724525568,5728718974,5724525568,0,,35318032793,3159949128,8597802181,21222133,899109894,0,5724525568,5734481002,5724525568,0,
.//linear-algebra/solvers/ludcmp,34985098570,3101308288,5741306939,12060858,1432711690,0,5732912128,5737110144,5732912128,0,,33458229734,3099664634,5741306247,30224925,1432711692,0,5732912128,5737110290,5732912128,0,
.//datamining/covariance,191579417853,9676482543,8625047043,9219761,2153774344,0,8615626241,8615073350,8615625729,0,,189782321301,9652410814,8612474545,12417816,2149843077,0,8615626241,8606703537,8607237121,0,
.//datamining/correlation,303858618079,21506294480,17228104106,25357629,4305453577,0,17230206977,17213428728,17230205953,0,,310366684054,21497661202,17232306165,43080506,4303489289,0,17230206977,17209228418,17226011649,0,
.//stencils/jacobi-2d,65458975902,6153054819,27664393348,21607336,3067763005,0,61404840000,21518952432,30727200000,0,,65036623462,6153068632,26883823942,27894892,1536360007,0,61404840000,20740861506,30714810000,0,
.//stencils/heat-3d,238650141174,15275414814,149465523484,96535835,21349252958,0,277540288480,128116266207,277540288480,0,,225417598043,15457362692,108104097458,112661408,10685081548,0,277540288480,92092158210,208155216360,0,
.//stencils/seidel-2d,65325373631,634076569,6706792716,4040023,1676083605,0,15084752400,5030708801,15084752400,0,,65318225485,634880125,6706793122,5045609,409511,0,15084752400,5030708979,15084752400,0,
.//stencils/jacobi-1d,342149891,40009378,319996111,48448793,53331008,0,479988000,160000071,479988000,0,,347186821,40009270,319996110,48679663,53331006,0,479988000,160000063,479988000,0,
.//medley/nussinov,16838321746,1487372966,4311738906,6604120,713219588,0,0,2875885063,0,0,,15959417655,1489166218,4311736382,13399382,713219582,0,0,2875882399,0,0,
.//medley/floyd-warshall,441975700358,21995848852,702464016129,134811348,87808005607,0,0,526848013360,0,0,,223251811622,5519013464,381465013775,21650106,1372000003,0,0,285383849582,0,0,
.//medley/deriche,145102909186,4734157044,5100279097,8927121,1140850690,16106127376,115,2684358129,115,15300821008,,37282807147,1007750154,4001367045,5456788,285212671,16106127376,115,2365588251,115,9663676432,
