.//linear-algebra/blas/syr2k,31.973528,30.632781
.//linear-algebra/blas/syrk,6.987052,6.814818
.//linear-algebra/blas/gesummv,0.601868,0.382200
.//linear-algebra/blas/gemver,9.981777,2.754259
.//linear-algebra/blas/gemm,70.315888,65.183216
.//linear-algebra/blas/trmm,18.831925,18.661323
.//linear-algebra/blas/symm,22.135591,23.194409
.//linear-algebra/kernels/doitgen,2.668373,2.703180
.//linear-algebra/kernels/3mm,28.017930,8.729058
.//linear-algebra/kernels/bicg,0.761147,0.379878
.//linear-algebra/kernels/mvt,0.548303,0.116936
.//linear-algebra/kernels/2mm,13.598840,4.514368
.//linear-algebra/kernels/atax,1.708896,1.755163
.//linear-algebra/solvers/gramschmidt,84.629706,80.521558
.//linear-algebra/solvers/trisolv,0.006414,0.006152
.//linear-algebra/solvers/ludcmp,13.490595,13.560572
.//linear-algebra/solvers/lu,16.675392,18.301271
.//linear-algebra/solvers/cholesky,8.569300,8.266462
.//linear-algebra/solvers/durbin,0.007989,0.008439
.//datamining/covariance,35.454512,35.608416
.//datamining/correlation,56.858179,58.428290
.//stencils/jacobi-2d,9.871168,9.582727
.//stencils/fdtd-2d,12.750519,12.767659
.//stencils/adi,65.360439,67.794784
.//stencils/heat-3d,38.016108,33.630006
.//stencils/jacobi-1d,0.075685,0.075987
.//stencils/seidel-2d,12.071100,11.621363
.//medley/deriche,22.921794,7.599333
.//medley/nussinov,5.914895,5.675936
.//medley/floyd-warshall,106.519680,48.358922
